"Polling_firm","PollDate","LPC","CPC","NDP","BQ","GPC","SampleSize","LPC_moe","CPC_moe","NDP_moe","BQ_moe","GPC_moe","NumDays","pollster_id"
"Forum Research",2019-06-23,0.29,0.35,0.13,0.05,0.12,1539,0.0115666838004266,0.0121582589978315,0.00857258880108201,0.00555555555555556,0.00828347658929861,1344,7
"Nanos Research",2019-06-21,0.325,0.328,0.169,0.049,0.102,1000,0.0148113132435986,0.0148464137083674,0.0118506961820815,0.00682634602111554,0.00957057991973318,1342,13
"EKOS",2019-06-17,0.301,0.342,0.12,0.043,0.132,2491,0.00919041180846391,0.00950471581066522,0.00651096102033101,0.00406446448348797,0.00678203402733816,1338,5
"Nanos Research",2019-06-14,0.303,0.34,0.168,0.046,0.114,1000,0.0145324120503102,0.0149799866488592,0.0118226900492231,0.00662449998113065,0.0100500746265886,1335,13
"Leger",2019-06-10,0.29,0.38,0.13,0.04,0.11,1528,0.0116082431444437,0.012417265466897,0.0086033902972799,0.00501307191773228,0.00800441632027422,1331,11
"Ipsos",2019-06-07,0.31,0.37,0.18,0.05,0.06,1003,0.0146034317659232,0.0152447627605393,0.0121308913286172,0.00688170954206409,0.00749875363522197,1328,10
"Nanos Research",2019-06-07,0.309,0.342,0.169,0.04,0.113,1000,0.0146122893483533,0.0150011999520038,0.0118506961820815,0.00619677335393187,0.0100115433375679,1328,13
"Campaign Research",2019-06-06,0.32,0.35,0.14,0.04,0.12,2735,0.00891971093390498,0.00912036113336117,0.00663490300176113,0.00374702807281021,0.00621374309821998,1327,3
"Angus Reid",2019-06-04,0.26,0.37,0.15,0.05,0.12,4698,0.00639949976759405,0.007043923497423,0.00520953051374987,0.00317973039706855,0.00474106001479173,1325,2
"Forum Research",2019-06-02,0.3,0.34,0.13,0.06,0.13,1633,0.011340091401505,0.0117224485131171,0.0083222011785106,0.00587687508350239,0.0083222011785106,1323,7
"Nanos Research",2019-05-31,0.295,0.343,0.164,0.044,0.115,1000,0.0144213383567546,0.0150116954405557,0.0117091417277271,0.00648567652600714,0.0100883596287999,1321,13
"Innovative Research",2019-05-30,0.33,0.33,0.12,0.05,0.13,1691,0.011434641878546,0.011434641878546,0.00790242086136495,0.0052999894000318,0.00817823335978187,1320,8
"Abacus Data",2019-05-30,0.33,0.32,0.16,0.03,0.12,1500,0.012140840168621,0.0120443624433453,0.00946572765295938,0.00440454310910905,0.00839047078536121,1320,1
"Nanos Research",2019-05-24,0.292,0.348,0.156,0.047,0.115,1000,0.0143783170086071,0.0150630674166984,0.0114744934528719,0.00669260786241059,0.0100883596287999,1314,13
"Nanos Research",2019-05-17,0.306,0.359,0.142,0.04,0.111,1000,0.0145727142289966,0.0151696736945789,0.0110379345894058,0.00619677335393187,0.00993373041711924,1307,13
"Nanos Research",2019-05-10,0.297,0.354,0.15,0.044,0.113,1000,0.0144496020706454,0.0151223014121528,0.0112915897906362,0.00648567652600714,0.0100115433375679,1300,13
"Nanos Research",2019-05-03,0.318,0.345,0.159,0.046,0.097,1000,0.0147267104269759,0.0150324648677454,0.0115636931816786,0.00662449998113065,0.00935900635751467,1293,13
"Campaign Research",2019-05-01,0.31,0.35,0.17,0.03,0.1,1471,0.0120586601594143,0.0124361045398101,0.00979393394301889,0.00444774784705079,0.00782194789018291,1291,3
"Angus Reid",2019-04-30,0.25,0.38,0.18,0.05,0.11,1525,0.0110883190643186,0.0124294731697964,0.00983803259020327,0.00558099820673744,0.00801228564839493,1290,2
"Abacus Data",2019-04-30,0.31,0.34,0.17,0.04,0.09,4015,0.00729898745941875,0.00747598896193033,0.00592817113041047,0.00309259349020225,0.00451647048080523,1290,1
"Nanos Research",2019-04-26,0.32,0.349,0.165,0.041,0.09,1000,0.0147512711316686,0.0150731217735411,0.0117377595817941,0.00627048642451285,0.00904986187739901,1286,13
"Ipsos",2019-04-25,0.32,0.36,0.19,0.05,NA,1000,0.0147512711316686,0.0151789327688082,0.0124056438768812,0.00689202437604511,NA,1285,10
"Forum Research",2019-04-24,0.3,0.37,0.14,0.06,0.09,1595,0.0114743819879883,0.0120890115653414,0.00868826181793159,0.00594646967262073,0.00716574925478454,1284,7
"Leger",2019-04-22,0.27,0.4,0.12,0.05,0.11,1522,0.0113798355449551,0.0125573585444418,0.00832960932997539,0.00558649582574248,0.00802017823180433,1282,11
